engine_id,component_id,cycle,rolling_mean_vibration_10,rolling_std_vibration_10,vibration_slope_20,rolling_mean_temp_10,temp_rise_rate,rolling_std_temp_10,rpm_drift,vib_temp_correlation,cumulative_fatigue,health_score,flight_hour_normalised,max_z_score_10,RUL
1,turbine_blade,51,23.39953,0.200462,-0.001851,1610.49859,0.147535,7.215737,-0.011936,-0.27051,7.4459,92.5541,0.051,1.8158,232
1,turbine_blade,52,23.410431,0.200943,-0.002139,1611.556506,1.791367,7.462861,-0.007513,-0.242222,7.6037,92.3963,0.052,1.7572,231
1,turbine_blade,53,23.371499,0.162866,0.001164,1612.488423,0.300404,6.747564,0.000827,0.013541,7.7592,92.2408,0.053,1.8253,230
1,turbine_blade,54,23.376377,0.165696,0.007246,1613.483943,-0.14051,6.823297,-0.00751,0.099325,7.9187,92.0813,0.054,1.8916,229
1,turbine_blade,55,23.36822,0.158808,0.005477,1613.822544,2.505982,7.199232,-0.013033,0.083258,8.0748,91.9252,0.055,1.8926,228
1,turbine_blade,56,23.358005,0.16231,0.004406,1615.664245,1.296523,5.793621,-0.007937,0.047276,8.2212,91.7788,0.056,1.9147,227
1,turbine_blade,57,23.358823,0.161173,-0.001915,1616.755947,-0.164083,5.107296,-0.012526,-0.247542,8.3568,91.6432,0.057,1.9231,226
1,turbine_blade,58,23.374842,0.145104,-0.00332,1616.670109,-0.418258,5.063806,-0.007908,-0.203198,8.5051,91.4949,0.058,2.0257,225
1,turbine_blade,59,23.398771,0.154945,-0.002788,1617.135267,2.105208,5.755794,-0.012632,0.08069,8.6697,91.3303,0.059,1.7619,224
1,turbine_blade,60,23.420849,0.148934,-0.001801,1618.89091,1.90063,5.472654,-0.010641,-0.025329,8.8302,91.1698,0.06,1.9012,223
1,turbine_blade,61,23.380884,0.129381,-0.00452,1619.843979,0.031038,4.341958,-0.000792,0.49294,8.983,91.017,0.061,1.9843,222
1,turbine_blade,62,23.38106,0.129501,-0.003866,1620.644135,1.644967,4.659872,-0.01212,0.576412,9.1418,90.8582,0.062,2.0206,221
1,turbine_blade,63,23.405828,0.148163,0.005172,1622.10838,0.821211,3.665608,-0.007346,0.793581,9.3131,90.6869,0.063,1.8097,220
1,turbine_blade,64,23.371649,0.162673,0.002676,1622.93193,0.398322,3.682993,-0.007106,0.624263,9.4592,90.5408,0.064,1.5383,219
1,turbine_blade,65,23.382212,0.171794,0.008316,1623.914615,1.551521,4.758767,-0.008366,0.69077,9.6314,90.3686,0.065,1.9002,218
1,turbine_blade,66,23.390782,0.167415,0.007597,1624.385438,0.606657,4.472942,-0.015944,0.66758,9.7785,90.2215,0.066,1.9164,217
1,turbine_blade,67,23.422764,0.145071,0.004918,1625.391572,1.04922,4.093388,-0.010181,0.569865,9.9397,90.0603,0.067,1.8674,216
1,turbine_blade,68,23.424344,0.143731,-0.000317,1625.809799,-0.470404,3.587066,-0.006796,0.542873,10.0924,89.9076,0.068,2.0905,215
1,turbine_blade,69,23.388499,0.148033,-0.004147,1626.526494,0.950821,4.426284,-0.01039,0.151352,10.2436,89.7564,0.069,1.8561,214
1,turbine_blade,70,23.359515,0.155684,-0.009211,1626.760212,1.101352,4.447939,-0.002439,0.112476,10.3966,89.6034,0.07,1.8996,213
1,turbine_blade,71,23.366052,0.153102,-0.005607,1627.874253,0.379798,3.482551,-0.013936,-0.023446,10.5485,89.4515,0.071,1.8863,212
1,turbine_blade,72,23.36916,0.15548,-0.002285,1627.423172,-0.483173,3.952269,-0.019273,-0.126563,10.7,89.3,0.072,1.7762,211
1,turbine_blade,73,23.353383,0.135793,-0.001028,1627.490831,-0.018668,3.930849,-0.010795,-0.085784,10.86,89.14,0.073,1.7687,210
1,turbine_blade,74,23.383395,0.120209,0.001807,1628.028755,-0.095858,4.149899,-0.013367,-0.064479,11.0204,88.9796,0.074,1.6171,209
1,turbine_blade,75,23.376163,0.110281,0.00502,1627.771403,0.742438,3.909082,-0.02419,-0.232314,11.1731,88.8269,0.075,1.7068,208
1,turbine_blade,76,23.382686,0.110037,0.003501,1628.726408,0.549847,3.964413,-0.012035,-0.235185,11.333,88.667,0.076,1.8172,207
1,turbine_blade,77,23.381398,0.109226,0.000396,1628.144483,-0.062059,4.388236,-0.00986,-0.289697,11.4902,88.5098,0.077,1.7615,206
1,turbine_blade,78,23.406324,0.11798,0.000912,1629.203331,-0.090234,4.306156,-0.016397,-0.206699,11.6549,88.3451,0.078,1.8421,205
1,turbine_blade,79,23.424424,0.09874,0.002972,1629.711255,1.255494,5.117405,-0.013547,-0.054036,11.8164,88.1836,0.079,2.3843,204
1,turbine_blade,80,23.470764,0.085188,0.007628,1630.228709,0.438479,5.201684,-0.008149,-0.005142,11.9935,88.0065,0.08,2.1322,203
1,turbine_blade,81,23.478313,0.075581,0.005249,1630.352464,1.018504,5.196435,-0.012997,-0.042275,12.1511,87.8489,0.081,2.3033,202
1,turbine_blade,82,23.469858,0.077261,0.005926,1632.472986,1.797786,5.479359,-0.008446,-0.129516,12.3205,87.6795,0.082,2.3627,201
1,turbine_blade,83,23.485639,0.089608,0.012014,1633.899813,0.969002,5.606824,-0.025401,0.091809,12.4851,87.5149,0.083,2.036,200
1,turbine_blade,84,23.488769,0.088922,0.008699,1634.648622,1.022099,5.812017,-0.013189,0.070369,12.6521,87.3479,0.084,2.093,199
1,turbine_blade,85,23.47179,0.100291,0.009392,1634.858698,-0.085261,5.690773,-0.007293,0.139159,12.8115,87.1885,0.085,2.1745,198
1,turbine_blade,86,23.469601,0.101887,0.007567,1635.674054,2.102381,5.978972,-0.013302,0.024301,12.9742,87.0258,0.086,2.206,197
1,turbine_blade,87,23.47641,0.102266,0.009299,1637.152552,0.404219,4.052064,-0.013174,-0.051406,13.1414,86.8586,0.087,1.7209,196
1,turbine_blade,88,23.449941,0.111465,0.005476,1638.096981,0.394771,4.218449,-0.010787,-0.160908,13.3021,86.6979,0.088,1.8164,195
1,turbine_blade,89,23.498461,0.166921,0.008424,1637.63894,0.171611,4.286913,-0.011187,-0.250669,13.49,86.51,0.089,2.2611,194
1,turbine_blade,90,23.470708,0.16202,0.002885,1637.745689,0.419583,4.192215,-0.020123,-0.105847,13.6418,86.3582,0.09,2.5009,193
1,turbine_blade,91,23.473771,0.16113,0.000304,1638.97176,0.02467,3.714773,-0.010727,-0.224143,13.8107,86.1893,0.091,2.4957,192
1,turbine_blade,92,23.498171,0.168915,0.003338,1638.571034,-0.232829,3.497814,-0.020121,-0.182151,13.9808,86.0192,0.092,2.2362,191
1,turbine_blade,93,23.493222,0.165914,0.004287,1638.922143,0.527113,3.862701,-0.01298,-0.141865,14.156,85.844,0.093,2.3065,190
1,turbine_blade,94,23.480862,0.170728,0.001842,1639.674439,1.624565,4.583449,-0.024752,-0.243116,14.3106,85.6894,0.094,2.3138,189
1,turbine_blade,95,23.494555,0.163584,0.001884,1640.373613,-0.214353,3.918393,-0.013023,-0.478303,14.4769,85.5231,0.095,2.3312,188
1,turbine_blade,96,23.484564,0.172704,-0.002119,1640.533986,0.637798,3.989521,-0.022751,-0.506122,14.6267,85.3733,0.096,2.2659,187
1,turbine_blade,97,23.484424,0.172682,-0.002142,1641.690704,0.640096,4.517211,-0.004008,-0.406564,14.8092,85.1908,0.097,2.267,186
1,turbine_blade,98,23.511113,0.161396,0.000234,1642.917978,2.267343,6.112277,-0.009786,-0.222474,14.9935,85.0065,0.098,2.2602,185
1,turbine_blade,99,23.452612,0.119037,-0.003893,1643.820425,1.05572,5.504,-0.004681,0.154425,15.1599,84.8401,0.099,2.0944,184
1,turbine_blade,100,23.459706,0.116274,-0.001525,1645.786917,1.242272,5.320099,-0.018362,0.012102,15.3293,84.6707,0.1,1.7972,183
1,turbine_blade,101,23.466633,0.116992,-0.001759,1646.655444,1.434952,5.492164,-0.021219,0.039523,15.4981,84.5019,0.101,1.6582,182
1,turbine_blade,102,23.462212,0.110216,-0.000516,1647.368748,0.16961,4.8397,-0.014229,0.319584,15.6755,84.3245,0.102,1.6487,181
1,turbine_blade,103,23.436513,0.111472,-0.000632,1648.976329,1.47743,6.074637,-0.010586,0.07979,15.8483,84.1517,0.103,1.881,180
1,turbine_blade,104,23.439358,0.109825,-0.001437,1649.262243,1.165388,6.047089,-0.023663,0.051289,16.0072,83.9928,0.104,1.8423,179
1,turbine_blade,105,23.455854,0.124449,-0.000976,1649.867304,0.279744,5.293404,-0.005215,-0.029779,16.1935,83.8065,0.105,1.9903,178
1,turbine_blade,106,23.475328,0.11086,-0.002303,1649.612718,-0.930316,5.665275,-0.029288,-0.246131,16.3467,83.6533,0.106,1.9046,177
1,turbine_blade,107,23.481385,0.114264,-0.000472,1649.817669,-0.495819,5.67055,-0.01531,-0.217202,16.5239,83.4761,0.107,1.8667,176
1,turbine_blade,108,23.465669,0.113093,-0.004595,1649.11106,0.479502,5.369634,-0.014682,-0.302445,16.6905,83.3095,0.108,2.1029,175
1,turbine_blade,109,23.473079,0.103411,-0.00024,1650.677652,0.611388,5.899344,-0.023948,-0.641137,16.8537,83.1463,0.109,1.7314,174
1,turbine_blade,110,23.475991,0.103012,-0.001456,1650.904581,0.529386,6.068988,-0.021167,-0.609934,17.0236,82.9764,0.11,1.7204,173
1,turbine_blade,111,23.493273,0.120294,0.001183,1651.470045,1.270685,6.366806,-0.018211,-0.341544,17.2083,82.7917,0.111,1.7287,172
1,turbine_blade,112,23.470527,0.116298,0.002736,1652.349779,-0.639109,6.133442,-0.016478,-0.288223,17.3765,82.6235,0.112,1.938,171
1,turbine_blade,113,23.480985,0.106142,0.003749,1652.145632,0.932918,5.891204,-0.012367,-0.174212,17.5523,82.4477,0.113,1.983,170
1,turbine_blade,114,23.494816,0.102075,0.003152,1651.727636,0.028658,6.172669,-0.00921,-0.24175,17.7292,82.2708,0.114,1.8406,169
1,turbine_blade,115,23.487648,0.094273,0.004541,1652.404877,1.315107,5.816451,-0.008713,-0.104597,17.9126,82.0874,0.115,2.069,168
1,turbine_blade,116,23.478029,0.09925,0.000366,1654.338378,0.990294,4.615131,-0.012302,-0.268484,18.0874,81.9126,0.116,2.0621,167
1,turbine_blade,117,23.443913,0.117984,-0.0026,1654.51426,0.484727,4.512578,-0.018603,-0.080173,18.2436,81.7564,0.117,2.0239,166
1,turbine_blade,118,23.461205,0.123332,0.00057,1655.52788,-0.134911,4.120205,-0.0212,-0.066418,18.4204,81.5796,0.118,2.3647,165
1,turbine_blade,119,23.453221,0.131609,-0.004701,1654.111298,-1.214736,4.838116,-0.010772,0.269457,18.5821,81.4179,0.119,1.7868,164
1,turbine_blade,120,23.440275,0.135156,-0.006656,1654.493023,0.325231,5.14447,-0.010123,0.152113,18.7569,81.2431,0.12,1.7936,163
1,turbine_blade,121,23.438367,0.131814,-0.002904,1653.359712,-0.966031,5.629088,-0.009401,-0.208693,18.9414,81.0586,0.121,1.7089,162
1,turbine_blade,122,23.450771,0.132415,0.000148,1654.590675,0.955456,6.964352,-0.017109,-0.067487,19.1236,80.8764,0.122,1.7761,161
1,turbine_blade,123,23.465603,0.136388,-0.000606,1654.242366,1.010348,6.853283,-0.015836,-0.04504,19.3026,80.6974,0.123,1.8557,160
1,turbine_blade,124,23.485589,0.156935,0.001664,1655.056105,0.180323,6.258015,-0.02244,-0.015524,19.4838,80.5162,0.124,1.9022,159
1,turbine_blade,125,23.494339,0.163276,0.006212,1656.16769,0.401867,6.644904,-0.00696,0.122931,19.6809,80.3191,0.125,1.6242,158
1,turbine_blade,126,23.490042,0.166637,0.00392,1656.06168,0.677082,6.594399,-0.025216,0.121485,19.8411,80.1589,0.126,1.6527,157
1,turbine_blade,127,23.539772,0.155679,0.008793,1657.848466,1.3438,7.746513,-0.027941,0.248743,20.0278,79.9722,0.127,1.6356,156
1,turbine_blade,128,23.521645,0.160834,0.006014,1658.325487,1.969092,7.91202,-0.01179,0.180168,20.2058,79.7942,0.128,1.6252,155
1,turbine_blade,129,23.540127,0.142126,0.003711,1659.884729,0.093616,6.661921,-0.022626,-0.124405,20.3769,79.6231,0.129,2.0907,154
1,turbine_blade,130,23.555842,0.127689,0.003453,1659.917684,1.621083,6.664295,-0.02347,-0.134354,20.5488,79.4512,0.13,2.0949,153
1,turbine_blade,131,23.533502,0.126416,0.005542,1661.395066,-0.692231,4.775388,-0.017648,0.098971,20.7226,79.2774,0.131,1.9093,152
1,turbine_blade,132,23.539277,0.126666,0.005222,1660.928401,0.82395,4.423816,-0.010525,0.13777,20.9111,79.0889,0.132,2.1665,151
1,turbine_blade,133,23.524872,0.130668,0.003028,1661.753709,1.023201,3.964034,-0.028404,0.157059,21.0758,78.9242,0.133,2.2096,150
1,turbine_blade,134,23.476395,0.136727,-0.000104,1663.349911,0.718787,3.693696,-0.021262,0.170509,21.2407,78.7593,0.134,1.9391,149
1,turbine_blade,135,23.456142,0.123954,0.000697,1664.579943,1.886358,5.236506,-0.023234,0.1137,21.4191,78.5809,0.135,2.1936,148
1,turbine_blade,136,23.462158,0.119639,-0.001781,1665.205541,-0.613128,4.861521,-0.027663,0.001617,21.5843,78.4157,0.136,2.2225,147
1,turbine_blade,137,23.46084,0.11674,-0.002244,1666.084485,1.79038,6.317935,-0.020543,0.294519,21.7827,78.2173,0.137,2.176,146
1,turbine_blade,138,23.475394,0.116705,-0.000468,1667.160231,1.431875,6.640835,-0.024189,0.316416,21.9644,78.0356,0.138,2.052,145
1,turbine_blade,139,23.491949,0.126123,-0.00188,1669.458174,2.610268,7.974047,-0.028799,0.47144,22.1535,77.8465,0.139,1.9855,144
1,turbine_blade,140,23.462938,0.151204,-0.008909,1669.941251,0.516301,7.554817,-0.018177,0.535494,22.3168,77.6832,0.14,1.866,143
1,turbine_blade,141,23.459381,0.152112,-0.007971,1670.310054,0.236066,7.176716,-0.025929,0.571862,22.4834,77.5166,0.141,1.9129,142
1,turbine_blade,142,23.467526,0.159842,-0.005484,1671.627978,1.371301,6.782878,-0.014804,0.740063,22.681,77.319,0.142,1.8297,141
1,turbine_blade,143,23.45809,0.164823,-0.006937,1673.362074,1.176416,6.603224,-0.01447,0.606713,22.8635,77.1365,0.143,1.6169,140
1,turbine_blade,144,23.490882,0.150473,-0.002115,1673.135022,-0.900195,6.756166,-0.011963,0.519798,23.0541,76.9459,0.144,1.85,139
1,turbine_blade,145,23.482127,0.155232,-0.001263,1672.772036,0.787932,6.705087,-0.03418,0.528706,23.2154,76.7846,0.145,1.7369,138
1,turbine_blade,146,23.49961,0.155053,-0.001739,1673.334659,-0.964596,6.249422,-0.020279,0.472339,23.4006,76.5994,0.146,1.8516,137
1,turbine_blade,147,23.484153,0.139775,0.003298,1672.321741,-0.530357,6.016692,-0.027198,0.342843,23.5777,76.4223,0.147,1.9474,136
1,turbine_blade,148,23.482684,0.13925,0.002839,1672.347967,-1.092255,6.024281,-0.028872,0.34221,23.7545,76.2455,0.148,1.9406,135
1,turbine_blade,149,23.44224,0.147478,-0.000847,1672.003363,1.690622,5.413272,-0.034005,-0.141506,23.914,76.086,0.149,1.5867,134
1,turbine_blade,150,23.46491,0.12633,-0.000684,1673.651191,1.937439,5.648269,-0.021882,-0.428204,24.0969,75.9031,0.15,1.851,133
1,turbine_blade,151,23.464249,0.12666,-0.002,1675.324778,0.631248,5.119237,-0.023035,-0.632716,24.276,75.724,0.151,1.8409,132
1,turbine_blade,152,23.447027,0.110628,-2e-05,1674.644817,-1.310984,5.492389,-0.013547,-0.716265,24.4606,75.5394,0.152,1.952,131
1,turbine_blade,153,23.467641,0.105998,0.000585,1674.115193,0.840225,5.149594,-0.031863,-0.643647,24.6358,75.3642,0.153,2.2318,130
1,turbine_blade,154,23.464647,0.103473,-0.001815,1675.592406,1.14447,5.191335,-0.018472,-0.411907,24.8279,75.1721,0.154,2.2573,129
1,turbine_blade,155,23.477582,0.097449,-0.002137,1676.552509,1.229577,5.339719,-0.020494,-0.491312,25.0148,74.9852,0.155,2.5296,128
1,turbine_blade,156,23.478706,0.098643,-0.001824,1677.95915,1.723803,5.443541,-0.020676,-0.202377,25.2091,74.7909,0.156,2.5104,127
1,turbine_blade,157,23.482453,0.102314,0.003291,1678.787257,0.360622,4.609971,-0.02608,-0.097738,25.3945,74.6055,0.157,2.4569,126
1,turbine_blade,158,23.490296,0.108183,0.005925,1679.596863,0.190201,4.442586,-0.029155,0.021481,25.5804,74.4196,0.158,2.4588,125
1,turbine_blade,159,23.484336,0.122934,0.003778,1679.941194,0.242292,4.635654,-0.01269,-0.181327,25.7577,74.2423,0.159,2.5449,124
1,turbine_blade,160,23.478447,0.126319,-0.001367,1680.196906,0.362022,4.801732,-0.027516,-0.23032,25.9337,74.0663,0.16,2.4301,123
1,turbine_blade,161,23.487508,0.123443,-0.002183,1680.85203,2.114676,5.307867,-0.033973,-0.19884,26.112,73.888,0.161,2.5601,122
1,turbine_blade,162,23.502485,0.130505,0.002799,1683.094402,1.769011,4.33691,-0.030942,-0.048245,26.3032,73.6968,0.162,2.5363,121
1,turbine_blade,163,23.475604,0.147406,-0.002451,1683.989414,0.193336,3.441485,-0.019701,-0.001795,26.4796,73.5204,0.163,2.0653,120
1,turbine_blade,164,23.472775,0.146421,-0.000341,1683.964635,0.050157,3.453811,-0.01863,0.005287,26.6698,73.3302,0.164,2.0651,119
1,turbine_blade,165,23.491918,0.159244,0.000962,1683.848327,-0.462589,3.54689,-0.022572,-0.111291,26.8651,73.1349,0.165,2.0437,118
1,turbine_blade,166,23.505063,0.171575,0.005766,1683.29665,0.190709,3.793972,-0.036267,-0.261266,27.049,72.951,0.166,2.056,117
1,turbine_blade,167,23.496949,0.168896,0.0072,1684.909164,1.252742,4.353478,-0.019232,-0.123664,27.2461,72.7539,0.167,1.9915,116
1,turbine_blade,168,23.487252,0.165195,0.008024,1685.114981,0.036296,4.273378,-0.027809,-0.087157,27.4291,72.5709,0.168,1.9806,115
1,turbine_blade,169,23.537268,0.13497,0.006567,1684.673776,-0.532059,4.578865,-0.024073,-0.28283,27.6218,72.3782,0.169,2.0004,114
1,turbine_blade,170,23.545721,0.127304,0.004781,1685.513991,0.567678,5.184613,-0.020507,-0.371122,27.8143,72.1857,0.17,2.1873,113
1,turbine_blade,171,23.577477,0.147163,0.007182,1685.195662,-0.730546,5.137809,-0.028705,-0.328226,28.0136,71.9864,0.171,2.1079,112
1,turbine_blade,172,23.543821,0.168323,0.002934,1686.346642,2.05342,7.204473,-0.021247,-0.606305,28.2015,71.7985,0.172,2.2569,111
1,turbine_blade,173,23.576222,0.140927,0.004111,1686.229581,0.090799,7.248977,-0.0132,-0.791887,28.4018,71.5982,0.173,2.2592,110
1,turbine_blade,174,23.580614,0.13951,0.004744,1687.585581,1.686055,7.615799,-0.024558,-0.810814,28.5975,71.4025,0.174,2.0602,109
1,turbine_blade,175,23.566134,0.135864,0.004276,1688.906599,1.618184,7.419461,-0.022612,-0.793126,28.7927,71.2073,0.175,2.0089,108
1,turbine_blade,176,23.560116,0.130156,0.007066,1690.359116,0.012935,6.76403,-0.033736,-0.678097,28.9846,71.0154,0.176,2.0508,107
1,turbine_blade,177,23.580307,0.137309,0.010752,1690.39982,1.069282,6.784477,-0.016695,-0.565007,29.196,70.804,0.177,2.091,106
1,turbine_blade,178,23.573314,0.142528,0.010344,1692.182697,2.507499,7.287609,-0.02634,-0.699323,29.3873,70.6127,0.178,1.9654,105
1,turbine_blade,179,23.576278,0.144832,0.007121,1693.237261,-0.293894,6.052251,-0.01859,-0.720748,29.5936,70.4064,0.179,1.9546,104
1,turbine_blade,180,23.586563,0.140129,0.004491,1693.317915,1.010992,6.051453,-0.03097,-0.751955,29.7828,70.2172,0.18,2.0936,103
1,turbine_blade,181,23.579547,0.130373,0.005695,1694.222962,-1.003805,5.29818,-0.021009,-0.628747,29.991,70.009,0.181,2.1964,102
1,turbine_blade,182,23.617833,0.0909,0.007897,1693.343936,1.206792,4.50397,-0.030939,-0.401787,30.1865,69.8135,0.182,2.3065,101
1,turbine_blade,183,23.610639,0.095449,0.002068,1695.084562,0.518161,3.374687,-0.037079,-0.772001,30.3714,69.6286,0.183,2.1059,100
1,turbine_blade,184,23.611788,0.094841,0.000388,1694.786745,-0.112651,3.438209,-0.019394,-0.719202,30.5707,69.4293,0.184,2.1536,99
1,turbine_blade,185,23.635542,0.102251,0.004246,1695.020198,0.263668,3.438049,-0.024887,-0.646862,30.779,69.221,0.185,2.0858,98
1,turbine_blade,186,23.621476,0.107566,0.004942,1694.722517,-0.363047,3.661482,-0.029191,-0.452257,30.9652,69.0348,0.186,2.0398,97
1,turbine_blade,187,23.601045,0.106587,0.002677,1694.57478,-1.075844,3.717595,-0.021188,-0.379181,31.1597,68.8403,0.187,2.0488,96
1,turbine_blade,188,23.628949,0.096113,0.003159,1694.69147,1.465417,3.964919,-0.028358,0.190228,31.366,68.634,0.188,2.1858,95
1,turbine_blade,189,23.615947,0.094223,0.003846,1695.236471,0.222047,3.669432,-0.03679,0.309294,31.5512,68.4488,0.189,2.2133,94
1,turbine_blade,190,23.607056,0.102213,9.7e-05,1696.832498,1.778747,5.588708,-0.028314,-0.146023,31.7476,68.2524,0.19,2.2812,93
1,turbine_blade,191,23.606097,0.101036,0.005255,1697.963764,1.229853,5.947747,-0.03392,0.09296,31.9502,68.0498,0.191,1.9533,92
1,turbine_blade,192,23.617612,0.114073,0.003358,1698.299382,-0.354327,5.797038,-0.034218,0.10036,32.1513,67.8487,0.192,1.9461,91
